jugador,season,Posicion,total_intentos,partidos_jugados,intentos_aro,intentos_cerca,intentos_media_distancia,intentos_triple,intentos_tiro_libre,acierto_aro,acierto_cerca,acierto_media_distancia,acierto_triple,acierto_tiro_libre,proporcion_aro,proporcion_cerca,proporcion_media_distancia,proporcion_triple,proporcion_tiro_libre,porcentaje_acierto_global,altura,edad,peso
Brice Sensabaugh,2024,F,259,30,6,57,53,102,41,0.5,0.49122807017543857,0.4528301886792453,0.29411764705882354,0.9024390243902439,0.023166023166023165,0.22007722007722008,0.20463320463320464,0.3938223938223938,0.1583011583011583,0.47104247104247104,1.98,20,235
Brodric Thomas,2021,G,154,29,24,9,20,55,46,0.7083333333333334,0.2222222222222222,0.25,0.2727272727272727,0.6739130434782609,0.15584415584415584,0.05844155844155844,0.12987012987012986,0.35714285714285715,0.2987012987012987,0.45454545454545453,1.96,24,185
Brook Lopez,2010,C,1639,82,531,250,346,2,510,0.6139359698681732,0.464,0.34971098265895956,0,0.8156862745098039,0.32397803538743136,0.1525320317266626,0.21110433190970104,0.0012202562538133007,0.3111653447223917,0.5973154362416108,2.16,21,282
Brook Lopez,2011,C,1798,82,289,596,423,1,489,0.6332179930795848,0.48825503355704697,0.40189125295508277,0,0.787321063394683,0.160734149054505,0.3314794215795328,0.23526140155728587,5.561735261401557e-4,0.27196885428253614,0.5723025583982202,2.16,22,282
Brook Lopez,2013,C,1634,81,422,423,352,3,434,0.7014218009478673,0.4302600472813239,0.40625,0.3333333333333333,0.771889400921659,0.2582619339045288,0.2588739290085679,0.21542227662178703,0.0018359853121175031,0.26560587515299877,0.5856793145654835,2.16,24,282
Brook Lopez,2014,C,344,17,72,85,71,1,115,0.6527777777777778,0.5176470588235295,0.5352112676056338,0,0.8173913043478261,0.20930232558139536,0.24709302325581395,0.2063953488372093,0.0029069767441860465,0.33430232558139533,0.6482558139534884,2.16,25,282
Brook Lopez,2015,C,1385,78,314,386,361,10,314,0.6528662420382165,0.4740932642487047,0.43490304709141275,0.1,0.8152866242038217,0.22671480144404332,0.27870036101083034,0.2606498194945848,0.007220216606498195,0.22671480144404332,0.5790613718411552,2.16,26,282
Brook Lopez,2016,C,1544,73,321,403,403,14,403,0.6448598130841121,0.47890818858560796,0.4292803970223325,0.14285714285714285,0.7866004962779156,0.20790155440414507,0.2610103626943005,0.2610103626943005,0.009067357512953367,0.2610103626943005,0.5777202072538861,2.16,27,282
Brook Lopez,2017,C,1537,75,242,369,184,378,364,0.6900826446280992,0.48509485094850946,0.42934782608695654,0.3439153439153439,0.8104395604395604,0.15744957709824334,0.24007807417046195,0.11971372804163956,0.24593363695510737,0.23682498373454783,0.5530253741054001,2.16,28,282
Brook Lopez,2018,C,952,74,115,225,132,322,158,0.782608695652174,0.5155555555555555,0.3939393939393939,0.3447204968944099,0.7025316455696202,0.1207983193277311,0.23634453781512604,0.13865546218487396,0.3382352941176471,0.16596638655462184,0.5042016806722689,2.16,29,282
Brook Lopez,2019,C,1081,96,152,111,91,565,162,0.8157894736842105,0.4774774774774775,0.4835164835164835,0.34513274336283184,0.8395061728395061,0.14061054579093432,0.1026827012025902,0.0841813135985199,0.5226641998149861,0.1498612395929695,0.5106382978723404,2.16,30,282
Brook Lopez,2020,C,957,78,159,161,91,374,172,0.7295597484276729,0.453416149068323,0.4725274725274725,0.3235294117647059,0.8255813953488372,0.16614420062695925,0.16823406478578892,0.09508881922675026,0.39080459770114945,0.17972831765935215,0.5172413793103449,2.16,31,282
Brook Lopez,2021,C,1042,93,218,200,95,344,185,0.7981651376146789,0.54,0.4842105263157895,0.32848837209302323,0.8486486486486486,0.2092130518234165,0.19193857965451055,0.09117082533589252,0.33013435700575816,0.17754318618042225,0.5738963531669866,2.16,32,282
Brook Lopez,2022,C,280,25,68,56,32,78,46,0.8382352941176471,0.375,0.25,0.32051282051282054,0.8913043478260869,0.24285714285714285,0.2,0.11428571428571428,0.2785714285714286,0.16428571428571428,0.5428571428571428,2.16,33,282
Brook Lopez,2023,C,1169,83,244,194,159,369,203,0.7745901639344263,0.6030927835051546,0.4591194968553459,0.3712737127371274,0.7832512315270936,0.20872540633019676,0.16595380667236956,0.1360136869118905,0.31565440547476475,0.17365269461077845,0.5774165953806673,2.16,34,282
Brook Lopez,2024,C,979,85,179,137,100,414,149,0.7932960893854749,0.5182481751824818,0.43,0.3719806763285024,0.7919463087248322,0.18283963227783454,0.13993871297242083,0.10214504596527069,0.42288049029622066,0.15219611848825332,0.5393258426966292,2.16,35,282
Bruce Brown,2019,G-F,391,76,120,98,14,97,62,0.6083333333333333,0.2857142857142857,0.2857142857142857,0.25773195876288657,0.7580645161290323,0.3069053708439898,0.2506393861892583,0.03580562659846547,0.24808184143222506,0.1585677749360614,0.45268542199488493,1.93,22,202
Bruce Brown,2020,G-F,554,57,145,173,24,95,117,0.6137931034482759,0.3815028901734104,0.2916666666666667,0.3473684210526316,0.7350427350427351,0.26173285198555957,0.31227436823104693,0.04332129963898917,0.17148014440433212,0.2111913357400722,0.5072202166064982,1.93,23,202
Bruce Brown,2021,G-F,635,72,223,164,45,70,133,0.695067264573991,0.49390243902439024,0.4444444444444444,0.2714285714285714,0.7443609022556391,0.35118110236220473,0.25826771653543307,0.07086614173228346,0.11023622047244094,0.2094488188976378,0.5889763779527559,1.93,24,202
Bruce Brown,2022,G-F,700,75,183,197,69,113,138,0.7158469945355191,0.41624365482233505,0.37681159420289856,0.40707964601769914,0.7608695652173914,0.26142857142857145,0.2814285714285714,0.09857142857142857,0.16142857142857142,0.19714285714285715,0.5571428571428572,1.93,25,202
Bruce Brown,2023,G-F,1119,100,199,302,113,303,202,0.8190954773869347,0.45364238410596025,0.35398230088495575,0.3564356435643564,0.7821782178217822,0.1778373547810545,0.26988382484361034,0.10098302055406613,0.2707774798927614,0.1805183199285076,0.5415549597855228,1.93,26,202
Bruce Brown,2024,G-F,732,68,130,177,127,156,142,0.7384615384615385,0.4519774011299435,0.4251968503937008,0.32051282051282054,0.823943661971831,0.17759562841530055,0.24180327868852458,0.17349726775956284,0.21311475409836064,0.19398907103825136,0.5423497267759563,1.93,27,202
Bruno Caboclo,2019,F-C,276,34,57,31,15,123,50,0.5964912280701754,0.3548387096774194,0.4,0.36585365853658536,0.84,0.20652173913043478,0.11231884057971014,0.05434782608695652,0.44565217391304346,0.18115942028985507,0.5,2.06,23,218
Bruno Caboclo,2020,F-C,100,29,34,17,7,33,9,0.7352941176470589,0.29411764705882354,0.42857142857142855,0.18181818181818182,0.8888888888888888,0.34,0.17,0.07,0.33,0.09,0.47,2.06,24,218
Bruno Fernando,2020,F,242,52,106,40,14,34,48,0.71698113207547165,0.3,0.35714285714285715,0.14705882352941177,0.5833333333333334,0.4380165289256198,0.1652892561983471,0.05785123966942149,0.14049586776859505,0.19834710743801653,0.5206611570247934,2.06,21,240
Bruno Fernando,2023,F,162,36,50,52,6,4,50,0.66,0.46153846153846156,0.3333333333333333,0,0.7,0.30864197530864196,0.32098765432098764,0.037037037037037035,0.024691358024691357,0.30864197530864196,0.5802469135802469,2.06,24,240
Bruno Fernando,2024,F,287,42,101,78,7,4,97,0.7425742574257426,0.4358974358974359,0.2857142857142857,0,0.6701030927835051,0.3519163763066202,0.27177700348432055,0.024390243902439025,0.013937282229965157,0.33797909407665505,0.6132404181184669,2.06,25,240
Bryce Cotton,2015,G,87,11,6,13,30,20,18,0.6666666666666666,0.46153846153846156,0.4,0.35,0.8333333333333334,0.06896551724137931,0.14942528735632185,0.3448275862068966,0.22988505747126436,0.20689655172413793,0.5057471264367817,1.85,22,165
Bryce Dejean-Jones,2016,G,90,13,22,1,14,32,21,0.45454545454545453,0,0.42857142857142855,0.375,0.5238095238095238,0.24444444444444444,0.011111111111111112,0.15555555555555556,0.35555555555555557,0.23333333333333334,0.43333333333333335,1.98,23,209
Bryce McGowens,2023,G-F,282,42,54,50,25,73,80,0.6111111111111112,0.36,0.24,0.3150684931506849,0.75,0.19148936170212766,0.1773049645390071,0.08865248226950355,0.25886524822695034,0.28368794326241137,0.49645390070921985,1.98,20,190
Bryce McGowens,2024,G-F,316,53,60,50,21,100,85,0.55,0.54,0.38095238095238093,0.33,0.7764705882352941,0.189873417721519,0.15822784810126583,0.06645569620253164,0.31645569620253167,0.2689873417721519,0.5284810126582279,1.98,21,190
Bryn Forbes,2017,G,133,29,3,7,52,59,12,0,0.2857142857142857,0.4423076923076923,0.288135593220339,0.9166666666666666,0.022556390977443608,0.05263157894736842,0.39097744360902253,0.44360902255639095,0.09022556390977443,0.39849624060150374,1.88,23,205
Bryn Forbes,2018,G,593,81,40,75,172,227,79,0.575,0.44,0.4186046511627907,0.3788546255506608,0.6708860759493671,0.06745362563237774,0.12647554806070826,0.2900505902192243,0.3827993254637437,0.13322091062394603,0.4502529510961214,1.88,24,205
Bryn Forbes,2019,G,935,89,76,111,227,434,87,0.6052631578947368,0.43243243243243246,0.4889867841409692,0.4216589861751152,0.8620689655172413,0.08128342245989305,0.11871657754010695,0.2427807486631016,0.4641711229946524,0.09304812834224599,0.49518716577540106,1.88,25,205
Bryn Forbes,2020,G,671,63,35,51,130,365,90,0.7428571428571429,0.37254901960784315,0.4461538461538462,0.38082191780821917,0.8333333333333334,0.05216095380029806,0.07600596125186289,0.19374068554396423,0.5439642324888226,0.13412816691505217,0.47242921013412814,1.88,26,205
Bryn Forbes,2021,G,710,89,17,55,165,404,69,0.5882352941176471,0.41818181818181815,0.5272727272727272,0.43564356435643564,0.7681159420289855,0.023943661971830985,0.07746478873239436,0.2323943661971831,0.5690140845070423,0.09718309859154929,0.4915492957746479,1.88,27,205
Bryn Forbes,2022,G,645,79,20,74,164,295,92,0.55,0.47297297297297297,0.42073170731707316,0.4135593220338983,0.9021739130434783,0.031007751937984496,0.11472868217054263,0.25426356589147286,0.4573643410852713,0.14263565891472868,0.49612403100775193,1.88,28,205
Bryn Forbes,2023,G,98,23,5,14,20,44,15,0.6,0.42857142857142855,0.35,0.3181818181818182,1,0.05102040816326531,0.14285714285714285,0.20408163265306123,0.4489795918367347,0.15306122448979592,0.45918367346938777,1.88,29,205
Buddy Hield,2017,G-F,843,82,144,77,185,361,76,0.5555555555555556,0.4155844155844156,0.42162162162162165,0.37950138504155123,0.8421052631578947,0.1708185053380783,0.09134045077105575,0.21945432977461446,0.42823250296559906,0.09015421115065243,0.4638196915776987,1.93,24,220
Buddy Hield,2018,G-F,1007,79,133,108,297,391,78,0.6616541353383458,0.3888888888888889,0.4006734006734007,0.4219948849104859,0.8717948717948718,0.1320754716981132,0.10724925521350546,0.29493545183714004,0.38828202581926513,0.07745779543197617,0.4786494538232373,1.93,25,220
Buddy Hield,2019,G-F,1553,82,239,137,379,605,193,0.6861924686192469,0.27007299270072993,0.43271767810026385,0.42644628099173554,0.8860103626943006,0.15389568576947843,0.08821635544108178,0.24404378622021894,0.38956857694784286,0.12427559562137798,0.5112685125563425,1.93,26,220
Buddy Hield,2020,G-F,1282,71,135,103,285,625,134,0.6962962962962963,0.3786407766990291,0.4105263157894737,0.3872,0.8432835820895522,0.10530421216848673,0.08034321372854915,0.22230889235569423,0.4875195007800312,0.10452418096723869,0.4719188767550702,1.93,27,220
Buddy Hield,2021,G-F,1096,71,80,64,184,664,104,0.6625,0.265625,0.40217391304347827,0.39006024096385544,0.8461538461538461,0.072992700729927,0.058394160583941604,0.1678832116788321,0.6058394160583942,0.0948905109489051,0.44799270072992703,1.93,28,220
Buddy Hield,2022,G-F,1224,81,124,111,195,667,127,0.5967741935483871,0.42342342342342343,0.39487179487179486,0.37181409295352325,0.8740157480314961,0.10130718954248366,0.09068627450980392,0.15931372549019607,0.5449346405228758,0.10375816993464053,0.4550653594771242,1.93,29,220
Buddy Hield,2023,G-F,1166,80,138,106,193,600,129,0.6884057971014492,0.41509433962264153,0.44559585492227977,0.415,0.8217054263565892,0.1183533447684391,0.09090909090909091,0.16552315608919382,0.5145797598627787,0.11063464837049743,0.4974271012006861,1.93,30,220
Buddy Hield,2024,G-F,946,90,127,97,125,536,61,0.6692913385826772,0.4639175257731959,0.368,0.3880597014925373,0.8852459016393442,0.13424947145877378,0.10253699788583509,0.1321353065539112,0.5665961945031712,0.06448202959830866,0.4630021141649049,1.93,31,220
Byron Mullens,2013,C-F,660,52,96,64,195,206,99,0.6458333333333334,0.375,0.3282051282051282,0.32038834951456313,0.6464646464646465,0.14545454545454545,0.09696969696969697,0.29545454545454547,0.31212121212121213,0.15,0.42424242424242425,2.13,23,275
Byron Mullens,2014,C-F,184,41,31,16,28,89,20,0.7419354838709677,0.25,0.42857142857142855,0.3707865168539326,0.5,0.16847826086956522,0.08695652173913043,0.15217391304347827,0.483695652173913,0.10869565217391304,0.44565217391304346,2.13,24,275
C.J. Miles,2010,G-F,802,73,172,57,176,263,134,0.6627906976744186,0.3684210526315789,0.36363636363636365,0.33840304182509506,0.753731343283582,0.2144638403990025,0.07107231920199501,0.2194513715710723,0.327930174563591,0.16708229426433915,0.4850374064837905,1.98,22,220
C.J. Miles,2011,G-F,1094,78,173,158,229,338,196,0.6820809248554913,0.379746835443038,0.34497816593886466,0.3224852071005917,0.8112244897959183,0.15813528336380256,0.14442413162705667,0.2093235831809872,0.30895795246800734,0.17915904936014626,0.47989031078610606,1.98,23,220
C.J. Miles,2013,G-F,717,65,92,73,121,326,105,0.5978260869565217,0.3287671232876712,0.4049586776859504,0.3834355828220859,0.8666666666666667,0.12831241283124128,0.10181311018131102,0.16875871687587168,0.45467224546722457,0.14644351464435146,0.4797768479776848,1.98,25,220
C.J. Miles,2014,G-F,484,50,68,42,92,207,75,0.6176470588235294,0.38095238095238093,0.42391304347826086,0.391304347826087,0.8533333333333334,0.14049586776859505,0.08677685950413223,0.19008264462809918,0.42768595041322316,0.15495867768595042,0.5,1.98,26,220
C.J. Miles,2015,G-F,988,69,116,58,210,443,161,0.646551724137931,0.3275862068965517,0.4,0.34085778781038373,0.8074534161490683,0.11740890688259109,0.058704453441295545,0.2125506072874494,0.4483805668016194,0.16295546558704455,0.46457489878542513,1.98,27,220
C.J. Miles,2016,G-F,788,71,93,57,121,390,127,0.5376344086021505,0.38596491228070173,0.4297520661157025,0.34615384615384615,0.7480314960629921,0.11802030456852793,0.07233502538071065,0.15355329949238578,0.4949238578680203,0.16116751269035534,0.44923857868020306,1.98,28,220
C.J. Miles,2017,G-F,610,63,63,44,88,346,69,0.6507936507936508,0.4090909090909091,0.4090909090909091,0.41040462427745666,0.8840579710144928,0.10327868852459017,0.07213114754098361,0.14426229508196722,0.5672131147540984,0.11311475409836065,0.4885245901639344,1.98,29,220
C.J. Watson,2010,G,694,64,119,44,220,145,166,0.680672268907563,0.4318181818181818,0.4636363636363636,0.3103448275862069,0.7710843373493976,0.17146974063400577,0.06340057636887608,0.3170028818443804,0.20893371757925072,0.23919308357348704,0.5403458213256485,1.88,25,175
C.J. Watson,2011,G,554,98,61,47,215,127,104,0.5081967213114754,0.2765957446808511,0.34418604651162793,0.3700787401574803,0.7596153846153846,0.11010830324909747,0.08483754512635379,0.388086642599278,0.2292418772563177,0.18772563176895307,0.4404332129963899,1.88,26,175
C.J. Watson,2013,G,609,86,88,57,139,222,103,0.5454545454545454,0.3508771929824561,0.4028776978417266,0.3963963963963964,0.7669902912621359,0.1444991789819376,0.09359605911330049,0.22824302134646962,0.3645320197044335,0.16912972085385877,0.47783251231527096,1.88,28,175
C.J. Watson,2014,G,541,82,94,32,116,183,116,0.5851063829787234,0.375,0.4051724137931034,0.3770491803278688,0.7413793103448276,0.17375231053604437,0.059149722735674676,0.2144177449168207,0.33826247689463956,0.2144177449168207,0.49722735674676527,1.88,29,175
C.J. Watson,2015,G,584,57,72,38,133,174,167,0.6111111111111112,0.3157894736842105,0.42105263157894735,0.39655172413793105,0.8263473053892215,0.1232876712328767,0.06506849315068493,0.22773972602739725,0.2979452054794521,0.285958904109589,0.5462328767123288,1.88,30,175
C.J. Watson,2016,G,176,31,23,18,49,47,39,0.5217391304347826,0.3333333333333333,0.30612244897959184,0.2978723404255319,0.8717948717948718,0.13068181818181818,0.10227272727272728,0.2784090909090909,0.26704545454545453,0.2215909090909091,0.4602272727272727,1.88,31,175
C.J. Watson,2017,G,314,59,43,18,86,101,66,0.5348837209302325,0.4444444444444444,0.4186046511627907,0.2871287128712871,0.8636363636363636,0.13694267515923567,0.05732484076433121,0.27388535031847133,0.321656050955414,0.21019108280254778,0.4872611464968153,1.88,32,175
C.J. Williams,2018,G,213,34,40,33,50,74,16,0.8,0.3939393939393939,0.46,0.25675675675675674,0.8125,0.18779342723004694,0.15492957746478872,0.2347417840375587,0.3474178403755869,0.07511737089201878,0.4694835680751174,1.96,27,234
CJ Elleby,2021,F,82,25,16,7,14,30,15,0.75,0,0.5714285714285714,0.16666666666666666,0.7333333333333333,0.1951219512195122,0.08536585365853659,0.17073170731707318,0.36585365853658536,0.18292682926829268,0.43902439024390244,1.98,20,200
CJ Elleby,2022,F,392,55,87,61,34,126,84,0.632183908045977,0.26229508196721313,0.38235294117647056,0.29365079365079366,0.7142857142857143,0.22193877551020408,0.1556122448979592,0.08673469387755102,0.32142857142857145,0.21428571428571427,0.461734693877551,1.98,21,200
CJ McCollum,2017,G,493,23,74,81,161,99,78,0.5405405405405406,0.4444444444444444,0.4409937888198758,0.4444444444444444,0.9615384615384616,0.15010141987829614,0.1643002028397566,0.3265720081135903,0.20081135902636918,0.15821501014198783,0.539553752535497,1.91,25,190
CJ McCollum,2018,G,1846,85,268,263,598,454,263,0.5671641791044776,0.4068441064638783,0.4531772575250836,0.3920704845814978,0.8326996197718631,0.14517876489707476,0.14247020585048753,0.323943661971831,0.24593716143011918,0.14247020585048753,0.5021668472372698,1.91,26,190
CJ McCollum,2019,G,1841,86,255,285,566,487,248,0.5725490196078431,0.4245614035087719,0.4823321554770318,0.3798767967145791,0.8064516129032258,0.1385116784356328,0.1548071700162955,0.30744160782183594,0.2645301466594242,0.1347093970668115,0.5024443237370994,1.91,27,190
CJ McCollum,2020,G,1615,74,213,249,503,453,197,0.5774647887323944,0.42168674698795183,0.4870775347912525,0.3620309050772627,0.7614213197969543,0.13188854489164087,0.15417956656346749,0.31145510835913315,0.2804953560371517,0.12198142414860681,0.4873065015479876,1.91,28,190
